,id,first_air_date,name,overview,popularity,vote_average,vote_count
1224,102712,2020-04-13,Her Mother's Killer,"Nearly 30 years after her mom's murder, a political strategist launches a calculated plan to ruin the Colombian presidential candidate who killed her.",10.673,7.5,204
1225,31941,2010-01-11,Blue Mountain State,"Three incoming freshman in a big-time, Midwestern college football program have to juggle football, girls, class and nonstop hazing.",35.14,7.5,326
1226,79240,2019-05-31,Swamp Thing,"CDC researcher Abby Arcane investigates what seems to be a deadly swamp-born virus in a small town in Louisiana but she soon discovers that the swamp holds mystical and terrifying secrets. When unexplainable and chilling horrors emerge from the murky marsh, no one is safe.",26.586,7.5,890
1227,71411,2017-04-23,El Chapo,"A look at the life of notorious drug kingpin, El Chapo, from his early days in the 1980s working for the Guadalajara Cartel, to his rise to power of during the '90s and his ultimate downfall in 2016.",56.283,7.5,1413
1228,87050,2020-05-01,Hollywood,A group of aspiring actors and filmmakers in post-World War II Hollywood try to make it big — no matter the cost.,13.119,7.5,227
1229,62211,2014-11-08,Sonic Boom,"The speedy blue hedgehog Sonic with sidekick Tails and pals Knuckles, Amy and Sticks tries to ward off the evil plans of Dr. Eggman, who is hellbent on taking over the world. Sonic faces regular battles with Eggman's henchmen, including loyal robots Orbot and Cubot, evil interns, and giant, robotic monsters.",54.177,7.5,321
1230,6005,1979-09-22,Scooby-Doo and Scrappy-Doo,"The original thirty-minute version of Scooby-Doo and Scrappy-Doo constitutes the fourth incarnation of the Hanna-Barbera Saturday morning cartoon Scooby-Doo. It premiered on September 22, 1979 and ran for one season on ABC as a half-hour program. A total of sixteen episodes were produced. It was the last Hanna-Barbera cartoon series to use the studio's laugh track. Cartoon Network's classic channel Boomerang reruns the series.",47.785,7.5,277
1231,1639,2006-09-25,Heroes,Common people discover that they have super powers. Their lives intertwine as a devastating event must be prevented.,60.296,7.5,1935
1232,2286,1986-09-13,The Real Ghostbusters,"The continuing adventures of paranormal investigators Dr. Peter Venkman, Dr. Egon Spengler, Dr. Ray Stantz, Winston Zeddemore, their secretary Janine Melnitz and their mascot ghost Slimer.",23.217,7.5,205
1233,113901,2021-10-29,"Maradona, Blessed Dream","The controversial life and history of Argentine football legend Diego Armando Maradona. From his beginnings in Villa Fiorito, one of the poorest barrios of Buenos Aires, to achieving glory on the international football league. Earning himself a well-deserved place in history. Living a life strewn with drugs, sex and public scrutiny, he played by his own rules regardless of the consequences. Watch the man who took the world by storm and made his way into the hearts of millions.",14.817,7.5,635
1234,62822,2015-06-14,Humans,In a parallel present where the latest must-have gadget for any busy family is a 'Synth' - a highly-developed robotic servant that's so similar to a real human it's transforming the way we live.,23.473,7.5,490
1235,126525,2021-06-17,Elite Short Stories: Carla Samuel,"Samuel attempts a big, romantic gesture at the airport in order to persuade Carla not to board her flight to London.",16.791,7.5,295
1236,67466,2017-11-21,Marvel's Runaways,Every teenager thinks their parents are evil. What if you found out they actually were? Six diverse teenagers who can barely stand each other must unite against a common foe – their parents.,50.098,7.5,798
1237,47640,2014-07-13,The Strain,"A high concept thriller that tells the story of Dr. Ephraim Goodweather, the head of the Center for Disease Control Canary Team in New York City. He and his team are called upon to investigate a mysterious viral outbreak with hallmarks of an ancient and evil strain of vampirism. As the strain spreads, Eph, his team, and an assembly of everyday New Yorkers, wage war for the fate of humanity itself.",55.998,7.5,1586
1238,100963,2020-04-06,The Big Show Show,Former WWE wrestler the Big Show is out of the ring and ready for an even tougher challenge: raising three daughters with his wife in Florida.,12.479,7.5,299
1239,1908,1984-09-16,Miami Vice,"The story of the Miami Police Department's vice squad and its efforts to end drug trafficking and prostitution, centered on the unlikely partnership of Sonny Crockett and Ricardo Tubbs - who first meet when Tubbs is undercover in a drug cartel.",85.424,7.5,334
1240,46616,2012-11-26,The Returned,"In the shadow of an enormous hydraulic dam, the lives of the residents of a small French town are changed to their core when hundreds of previously dead relatives all return home on the same day.",15.586,7.5,220
1241,10268,2007-02-10,Primeval,"When strange anomalies start to appear all over England, Professor Cutter and his team must track down and capture all sorts of dangerous prehistoric creatures from Earth's distant past and near future.",26.544,7.5,264
1242,73021,2018-08-17,Disenchantment,"Set in a ruined medieval city called Dreamland, Disenchantment follows the grubby adventures of a hard-drinking princess, her feisty elf companion and her personal demon.",50.478,7.5,833
1243,1403,2013-09-24,Marvel's Agents of S.H.I.E.L.D.,"Agent Phil Coulson of S.H.I.E.L.D. (Strategic Homeland Intervention, Enforcement and Logistics Division) puts together a team of agents to investigate the new, the strange and the unknown around the globe, protecting the ordinary from the extraordinary.",110.13,7.5,3124
1244,90239,2019-08-16,El juego de las llaves,"A casual encounter between Adriana and Sergio, two former high school friends, triggers the beginning of the game of the keys where four couples generate new sexual and emotional combinations in a dangerous and lustful game.",36.879,7.5,1851
1245,44606,2012-10-11,Beauty and the Beast,"Detective Catherine Chandler is a smart, no-nonsense homicide detective. When she was a teenager, she witnessed the murder of her mother at the hands of two gunmen and herself was saved by someone – or something. Years have passed and while investigating a murder, Catherine discovers a clue that leads her to Vincent Keller, who was reportedly killed in 2002. Catherine learns that Vincent is actually still alive and that it was he who saved her many years before. For mysterious reasons that have forced him to live outside of traditional society, Vincent has been in hiding for the past 10 years to guard his secret – when he is enraged, he becomes a terrifying beast, unable to control his super-strength and heightened senses.",35.69,7.5,381
1246,155,1996-01-09,3rd Rock from the Sun,"3rd Rock from the Sun is an American sitcom that aired from 1996 to 2001 on NBC. The show is about four extraterrestrials who are on an expedition to Earth, which they consider to be a very insignificant planet. The extraterrestrials pose as a human family in order to observe the behavior of human beings.",59.262,7.5,394
1247,43016,2012-05-28,Hatfields & McCoys,"It’s the true American story of a legendary family feud—one that spanned decades and nearly launched a war between Kentucky and West Virginia. The Hatfield-McCoy saga begins with Devil Anse Hatfield and Randall McCoy.. Close friends and comrades until near the end of the Civil War, they return to their neighboring homes—Hatfield in West Virginia, McCoy just across the Tug River border in Kentucky—to increasing tensions, misunderstandings and resentments that soon explode into all-out warfare between their families. As hostilities grow, friends, neighbors and outside forces join the fight, bringing the two states to the brink of another civil war.",17.726,7.5,257
1248,120452,2021-09-16,Dan Brown's The Lost Symbol,"The early adventures of young Harvard symbologist Robert Langdon, who must solve a series of deadly puzzles to save his kidnapped mentor and thwart a chilling global conspiracy.",26.647,7.5,284
1249,88516,2021-08-12,AlRawabi School for Girls,The bullied outcasts at prestigious Al Rawabi School for Girls plot a series of risky takedowns to get back at their tormentors.,9.549,7.5,484
1250,74428,2016-10-30,Rosario Tijeras,Worlds collide when a vengeance-obsessed young woman from the other side of the tracks captures the attention of two well-off friends.,128.1,7.5,1391
1251,73126,2017-09-15,American Vandal,A true-crime satire that explores the aftermath of a costly high school prank that left twenty-seven faculty cars vandalized with phallic images.,17.534,7.5,242
1252,106651,2021-11-19,Hellbound,"Unearthly beings deliver bloody condemnations, sending individuals to hell and giving rise to a religious group founded on the idea of divine justice.",39.897,7.5,752
1253,1998,1985-03-03,Moonlighting,"After being duped and going bankrupt, model Maddie is convinced by David to become a partner in a detective agency. Together they solve various cases, while getting comfortable with each other.",35.937,7.5,283
1254,7821,2006-10-21,El Chavo: The Animated Series,"El Chavo Animado is a Mexican animated series based on a live-action TV series of the same name, created by Roberto Gómez Bolaños.",52.943,7.5,393
1255,2919,2007-06-28,Burn Notice,A formerly blacklisted spy uses his unique skills and training to help people in desperate situations.,48.027,7.5,398
1256,114705,2021-01-13,Night Stalker: The Hunt for a Serial Killer,"Beneath the sunlit glamour of 1985 L.A. lurks a relentlessly evil serial killer. In this true-crime story, two detectives won't rest until they catch him.",10.194,7.5,240
1257,109470,2020-09-14,Imperio De Mentiras,"Elisa Cantú never imagined that, upon returning to Mexico from New York, where she resides, she would encounter an unexpected tragedy that changes her life. The night Elisa would celebrate her birthday, fate leads her to meet Leonardo Velasco, a policeman in love with Julia, a teacher, to whom he was to marry. At the end of the evening, Leonardo receives an emergency call, in which the discovery of two bodies is reported, one of them is that of his fiancée, who lies next to the body of Augusto Cantú, millionaire businessman and father of Elisa. Elisa and Leonardo will come together to search for the truth of what happened.",37.221,7.5,347
1258,2397,1987-09-25,Beauty and the Beast,"Beauty and the Beast is an American drama series which first aired on CBS in 1987. Creator Ron Koslow's updated version of the fairy tale has a double focus: the relationship between Vincent, a mythic, noble man-beast, and Catherine, a savvy Assistant District Attorney in New York; and a secret Utopian community of social outcasts living in a subterranean sanctuary. Through an empathetic bond, Vincent senses Catherine's emotions, and becomes her guardian.",1.4,7.5,244
1259,84977,2019-02-01,Russian Doll,Nadia keeps dying and reliving her 36th birthday party. She's trapped in a surreal time loop -- and staring down the barrel of her own mortality.,17.92,7.5,602
1260,64230,2016-05-22,Preacher,"A preacher sets out on a mission to make the almighty himself confess his sin of abandoning the world. With his best friend Cassidy, an alcoholic Irish vampire, his love Tulip, a red blooded gun towing Texan, and the power of genesis, an unholy child born from an angel and a devil, Jesse gives up everything to set the world straight with its creator.",59.886,7.5,963
1261,39852,2017-08-02,The Sinner,"In a small New York town, a haunted detective hunts for answers about perplexing crimes while wrestling with his own demons.",81.299,7.5,859
1262,2025,1990-10-04,"Beverly Hills, 90210","Follow the lives of a group of teenagers living in the upscale, star-studded community of Beverly Hills, California and attending the fictitious West Beverly Hills High School and, subsequently, the fictitious California University after graduation.",112.224,7.5,605
1263,94667,2019-10-18,Traveling with the Derbez,"The series revolves around the Derbez family on their trip to Morocco, the family is made up of Eugenio Derbez, the patriarch of the family, Alessandra Rosaldo, his wife, Aitana Derbez, their daughter, Vadhir and José Eduardo Derbez, their children, and Aislinn Derbez, his eldest daughter. , along with Mauricio Ochmann and his daughter Kailani.",42.389,7.5,1259
1264,99935,2020-03-20,Vampires,"A Paris teen who's half human, half vampire grapples with her emerging powers and family turmoil as she's pursued by a secret vampire community.",9.173,7.5,326
1265,19125,2008-06-17,Killer Women,Mujeres Asesinas is a series that shows the dark side of women who have been mistreated or abused and become cruel murderers. The series shows how violence and death can overcome the feminine mind.,14.322,7.5,266
1266,4232,1961-09-27,Top Cat,"Top Cat is a Hanna-Barbera prime time animated television series which ran from November 26, 1961 to April 18, 1962 for a run of 30 episodes on the ABC network. Reruns are played on Cartoon Network's classic animation network Boomerang.",17.722,7.5,296
1267,84773,2022-09-01,The Lord of the Rings: The Rings of Power,"Beginning in a time of relative peace, we follow an ensemble cast of characters as they confront the re-emergence of evil to Middle-earth. From the darkest depths of the Misty Mountains, to the majestic forests of Lindon, to the breathtaking island kingdom of Númenor, to the furthest reaches of the map, these kingdoms and characters will carve out legacies that live on long after they are gone.",140.864,7.5,2028
1268,236,1990-09-20,The Flash,"When a bolt of lightening crashes through a police crime lab, a mix of electrically charged substances bathes chemist Barry Allen, transforming him into the fastest man alive--The Flash.",28.239,7.5,428
1269,69470,2017-02-03,Santa Clarita Diet,They're ordinary husband and wife realtors until she undergoes a dramatic change that sends them down a road of death and destruction. In a good way.,30.45,7.5,579
1270,2188,2003-10-30,Tru Calling,A university graduate working in the city morgue is able to repeat the same day over again to prevent murders or other disasters.,22.656,7.5,210
1271,7869,2008-11-28,The Penguins of Madagascar,"The Penguins of Madagascar is an American CGI animated television series airing on Nickelodeon. It stars nine characters from the DreamWorks Animation animated film Madagascar: The penguins Skipper, Kowalski, Private, and Rico; the lemurs King Julien, Maurice, and Mort; and Mason and Phil the chimpanzees. Characters new to the series include Marlene the otter and a zookeeper named Alice. It is the first Nicktoon produced with DreamWorks Animation.

A pilot episode, ""Gone in a Flash"", aired as part of ""Superstuffed Nicktoons Weekend"" on November 29, 2008, and The Penguins of Madagascar became a regular series on March 28, 2009. The series premiere drew 6.1 million viewers, setting a new record as the most-watched premiere.

Although the series occasionally alludes to the rest of the franchise, The Penguins of Madagascar does not take place at a precise time within it. McGrath, who is also the co-creator of the film characters, has said that the series takes place ""not specifically before or after the movie, I just wanted them all back at the zoo. I think of it as taking place in a parallel universe.""",66.295,7.5,262
1272,1516,1983-01-23,The A-Team,"A fictional group of ex-United States Army Special Forces personnel work as soldiers of fortune while on the run from the Army after being branded as war criminals for a ""crime they didn't commit"".",88.576,7.5,817
1273,186,2005-08-07,Weeds,"After the unexpected death of her husband, a suburban mom resorts to selling weed to support her family.",61.454,7.5,716
1274,2119,1984-01-22,Airwolf,"Airwolf is an American television series that ran from 1984 until 1987. The program centers on a high-tech military helicopter, code named Airwolf, and its crew as they undertake various missions, many involving espionage, with a Cold War theme.

The show was created by Donald P. Bellisario. The first three seasons star Jan-Michael Vincent, Ernest Borgnine, Alex Cord, and Jean Bruce Scott. After the original series was cancelled, a fourth season, with an entirely new cast and on a much smaller budget, was filmed in Canada for the USA Network.",49.847,7.5,356
1275,2691,2003-09-22,Two and a Half Men,A hedonistic jingle writer's free-wheeling life comes to an abrupt halt when his brother and 10-year-old nephew move into his beach-front house.,216.233,7.5,2691
1276,42280,2012-01-23,Abyss of Passion,"Rosendo Arango, the owner of Grupo La Anita, is married to Alfonsina. They have one son, Damian. Estefanía Bouvier is married to Augusto Castanon and they have one daughter, Elisa. Rosendo cheats on his wife with Carmina Bouvier, Estefanía's sister. Damian and Elisa become friends because Augusto and Rosendo were best friends. But one day, Rosendo and Carmina try to go away from La Ermita, the pueblo in which they live in. But, Estefanía, who had found out about their plans, wants to prevent this, shuts Carmina in her room and then goes with Rosendo in his car, trying to convince him not to run away with Carmina. They have an accident and die and everyone thinks they were lovers.",19.29,7.4,247
1277,15655,2008-09-24,Knight Rider,"On the heels of NBC's hit movie, the iconic 1980s television classic  comes roaring back to life as a reinvented, updated and super-charged  action series showcasing the new KITT (Knight Industries Three  Thousand). Absolutely the coolest car ever created, KITT is equipped  with an ""AI"" (artificial intelligence) that is capable of hacking almost  any system. Its weapons systems match that of a jet fighter, and its  body is capable of actually transforming into other vehicles and using  sophisticated holographic imagery to elude villains.",29.269,7.4,513
1278,2777,1999-09-06,Oggy and the Cockroaches,"Oggy, an anthropomorphic cat, would prefer to spend his days watching television and eating, but is continuously pestered by three roaches: Joey, Marky and Dee Dee. The cockroaches' slapstick mischief ranges from plundering Oggy's refrigerator to hijacking the train he just boarded. In many situations Oggy is also helped by Jack, who is more violent and short-tempered than him and is also annoyed by the cockroaches. Bob, a short-tempered bulldog, also appears in the show, and is Oggy's neighbor.",110.398,7.4,295
1279,63646,2017-12-10,Counterpart,Howard Silk is a lowly cog in a bureaucratic UN agency who is turning the last corner of a life filled with regret when he discovers the agency he works for is guarding a secret: a crossing to a parallel dimension.,18.971,7.4,252
1280,14658,2000-05-31,Survivor,"A reality show contest where sixteen or more castaways split between two or more “Tribes” are taken to a remote isolated location and are forced to live off the land with meager supplies for roughly 39 days. Frequent physical challenges are used to pit the tribes against each other for rewards, such as food or luxuries, or for “Immunity”, forcing the other tribe to attend “Tribal Council”, where they must vote off one of their players.",232.952,7.4,338
1281,72306,2017-03-07,La piloto,"Yolanda dreamed her entire life of being a pilot. She found a stewardess job, and an unexpected role in drug smuggling.",30.156,7.4,273
1282,97173,2021-02-17,Behind Her Eyes,A single mother enters a world of twisted mind games when she begins an affair with her psychiatrist boss while secretly befriending his mysterious wife.,18.076,7.4,396
1283,101512,1958-10-02,Felix the Cat,"Felix the Cat follows the offbeat adventures of that curious feline, Felix. Although he was quickly overshadowed by Walt Disney's Mickey Mouse, America's favorite cat still remains a classic.",13.24,7.4,245
1284,4414,1992-10-03,Highlander: The Series,"Duncan MacLeod cannot die -- he is a 400-year-old immortal, who has seen his share of humanity's history. Still, he risks his life in battle against other immortals and tries to save people from harm.",52.837,7.4,311
1285,105,1998-06-06,Sex and the City,"Based on the bestselling book by Candace Bushnell, Sex and the City tells the story of four best friends, all single and in their late thirties, as they pursue their careers and talk about their sex lives, all while trying to survive the New York social scene. ",79.491,7.4,1832
1286,98187,2021-03-26,The Irregulars,"In Victorian London, a gang of troubled street teens are manipulated into solving crimes for the sinister Doctor Watson and his mysterious business partner, the elusive Sherlock Holmes. As the crimes take on a horrifying supernatural edge and a dark power emerges, it'll be up to the Irregulars to come together to save not only London but the entire world.",10.03,7.4,270
1287,2692,2001-03-28,My Wife and Kids,"Michael Kyle is a loving husband and modern-day patriarch who rules his household with a unique and distinct parenting style. As he teaches his three children some of life's lessons, he does so with his own brand of humor.",38.801,7.4,375
1288,1558,1991-09-17,Home Improvement,"The daily trials and tribulations of handyman Tim Taylor, a TV show host raising three boys with help from his loyal co-host, domineering wife, and unseen neighbor.",58.433,7.4,507
1289,66185,2016-04-03,The Story of God with Morgan Freeman,"Morgan Freeman presents his quest in order to find how most religions perceive life after death, what different civilizations thought about the act of creation and other big questions that mankind has continuously asked.",15.797,7.4,351
1290,4184,1998-02-09,Deceptions,"The show's premise revolves around a pair of twin sisters who were separated when they were young, and as adults the younger sister is forced to act as a ""replacement"" for her wealthy twin who wants to temporarily leave her husband and his family to enjoy a life of luxury with multiple lovers.",30.927,7.4,367
1291,84969,2018-12-13,LOL: Last One Laughing,"An unscripted variety series from Mexico in which ten professional comedians compete for a cash prize by trying to make each other laugh. The one who refrains from laughing the longest, while forcing other contestants to laugh first, is the winner.",18.255,7.4,278
1292,98178,2020-03-06,Amazing Stories,"Each episode transports the audience to worlds of wonder through the lens of today’s most imaginative filmmakers, directors and writers. A reimagining of the original anthology series by Steven Spielberg.",18.219,7.4,365
1293,37664,2011-09-15,The Secret Circle,"After her mother dies in a fire, Cassie Blake moves in with her grandmother in the small town of Chance Harbor, Washington. As she gets to know her high school classmates, strange and frightening things begin to happen. They are all descended from powerful witches, and they've been waiting for Cassie to join them and complete a new generation of the Secret Circle. What they don't yet know is that darker powers are at play and that Cassie's mother's death might not have been an accident.",21.301,7.4,274
1294,79680,2020-05-17,Snowpiercer,"More than seven years after the world has become a frozen wasteland, the remnants of humanity inhabit a gigantic, perpetually-moving train that circles the globe as class warfare, social injustice and the politics of survival play out.",46.327,7.4,1043
1295,60948,2015-01-16,12 Monkeys,"The provocative story of Cole, a time traveler from a decimated future in a high-stakes race against the clock. Utilizing a dangerous and untested method of time travel, he journeys from 2043 to the present day on a mission to locate and eradicate the source of a deadly plague that will all but annihilate the human race.",55.541,7.4,939
1296,2129,2002-07-20,The Adventures of Jimmy Neutron: Boy Genius,"Jimmy Neutron is the smartest kid in town. As a genius, Jimmy thinks most things can be solved with the invention of a new gizmo. But Jimmy usually takes the easy way out, and his backfiring gadgets result in comedic adventures.",55.891,7.4,677
1297,99626,2020-02-26,The Trials of Gabriel Fernandez,A boy’s brutal murder and the public trials of his guardians and social workers prompt questions about the system’s protection of vulnerable children.,9.464,7.4,381
1298,5451,2008-06-16,Without Breasts There Is No Paradise,"Sin Senos no hay Paraíso is a RTI Colombia–Telemundo remake and loose adaptation of the original Colombian series Sin Tetas No Hay Paraíso. The series is based on investigative journalist Gustavo Bolivar's debut novel and features an attractive young prostitute who desires to have massive breast implants in order to attract a rich cocaine smuggler. It is also based on a true story. The series premiered on June 16, 2008;",48.198,7.4,1002
1299,103086,2020-01-07,All For Love,"A penniless country boy goes in search of his runaway sister in Bogotá, where he falls for an aspiring singer, but gets tangled up in organized crime.",19.039,7.4,334
1300,61709,2009-04-05,Dragon Ball Z Kai,"Rejoin Goku and his friends in a series of cosmic battles! Toei has redubbed, recut, and cleaned up the animation of the original 1989 animated series. The show's story arc has been refined to better follow the comic book series on which it is based. The show also features a new opening and ending. In the series, martial artist Goku, and his various friends, battle increasingly powerful enemies to defend the world against evil. Can Earth's defender defeat demons, aliens, and other villains?",43.115,7.4,701
1301,90855,2019-07-19,SAINT SEIYA: Knights of the Zodiac,"Seiya and the Knights of the Zodiac rise again to protect the reincarnation of the goddess Athena, but a dark prophecy hangs over them all.",41.911,7.4,599
1302,7704,2008-11-01,Legend of the Seeker,"The adventures of woodsman Richard Cypher, who discovers that he was born to fulfill a prophecy of becoming a guardian hero to oppressed people. With the help of a mysterious woman named Kahlan and a wise old wizard named Zedd, he must stop a ruthless and bloodthirsty tyrant from unleashing an ancient evil and enslaving the world.",30.682,7.4,251
1303,11279,2004-04-13,GANTZ,"If you are chosen by the bizarre black sphere known as the Gantz, you are already dead—yet you might be able to reclaim your mortality. First, the Gantz demands that you undertake brutal missions of madness, killing aliens hidden among the population. It is your only chance and you have no choice. You must play this disturbing game. And if you die again—and you likely will—it’s permanent.",25.144,7.4,218
1304,2327,1998-01-20,Dawson's Creek,Dawson's Creek is an American teen drama that portrays the fictional lives of a close-knit group of teenagers through high school and college.,73.686,7.4,437
1305,2287,1966-01-12,Batman,"Wealthy entrepreneur Bruce Wayne and his ward Dick Grayson lead a double life: they are actually crime fighting duo Batman and Robin. A secret Batpole in the Wayne mansion leads to the Batcave, where Police Commissioner Gordon often calls with the latest emergency threatening Gotham City. Racing to the scene of the crime in the Batmobile, Batman and Robin must (with the help of their trusty Bat-utility-belt) thwart the efforts of a variety of master criminals, including The Riddler, The Joker, Catwoman, and The Penguin.",88.172,7.4,442
1306,129495,2021-08-25,Clickbait,"When family man Nick Brewer is abducted in a crime with a sinister online twist, those closest to him race to uncover who is behind it and why.",15.968,7.4,260
1307,114695,2021-01-08,Marvel Studios Legends,"Revisit the epic heroes, villains and moments from across the MCU in preparation for the stories still to come. Each dynamic segment feeds directly into the upcoming series — setting the stage for future events. This series weaves together the many threads that constitute the unparalleled Marvel Cinematic Universe.",35.103,7.4,620
1308,72755,2017-09-25,Absentia,A missing FBI agent reappears six years after being declared dead.,30.111,7.4,272
1309,397,1979-01-26,The Dukes of Hazzard,"Cousins Bo and Luke Duke and their car ""General Lee"", assisted by Cousin Daisy and Uncle Jesse, have a running battle with the authorities of Hazzard County (Boss Hogg and Sheriff Coltrane), plus a string of ne'er-do-wells often backed by the scheming Hogg.",61.662,7.4,272
1310,43062,2012-01-24,King David,"Our story begins in Bethlehem, an Israelite territory, in the year 1045 B.C. David is 10 years old and is preparing to herd his father Jesse’s flock of sheep. Being the youngest of seven brothers, David is tasked with being the household servant. He’s been relegated beneath his brothers because they all have the honor of being brave warriors for King Saul.",53.894,7.4,278
1311,61838,2012-05-11,Barbie: Life in the Dreamhouse,"The series is set as a reality TV-esque show following Barbie, her sisters and her friends in the day-to-day activities that take place in the Dreamhouse and surrounding areas. Much of the humor in the show derives from parodying and lampooning both the traditional reality TV format and the Barbie franchise itself.",16.887,7.4,317
1312,31387,2009-09-28,The Mafia Dolls,"Las Muñecas De La Mafia is a 2009 Colombian telenovela produced by BE-TV and broadcast by Caracol TV. It's based on Juan Camilo Ferrand and Andres Lopez's book ""Las Fantásticas"". They also wrote the scripts for the television series. The telenovela will debut soon on the Telefutura Network. Series debuted on May 3, 2010 after the Vecinos finale. The show ended July 2010 in the U.S.

It talks about the story of Brenda, Olivia, Violeta, Renata and Pamela. They get into trouble throughout the series because they get involved with some mafia guys from ""El Carmen"" in Colombia.They all have sad endings. Pamela immigrates, at the end of the story, to the United States of America to try to get away from trouble and be close to her father, who was a pilot and end up in jail because he was captured by DEA taking cocaine to U.S in a plain, and ends up as a maid but tells Brenda she is happy and having a great life. Olivia ends up in jail for having a fake wedding with a Braulio Bermudez and getting some of his properties. Violeta dies when the two mafia opposite sides were going to end a war that was going on in between them.Renata also dies because she was force by erick, to pay money she owe him, to carry drugs in her stomach to the United States and no one of her loved ones knew because she had no identification on her. Brenda ends up being pregnant by Braulio, she never saw him again, because he was taken to an US jail. This is a very exiting story to see and it shows how easy life is never a good choice, might be nice and easy at the beginning but some day all ends.",27.655,7.4,338
1313,85273,2019-06-02,NOS4A2,"A young Victoria ""Vic"" McQueen discovers she has the power to unlock portals that help her find lost objects. As she delves further into this hidden universe, she encounters many other ""inscape travelers"" - some benevolent, and some who have been corrupted by their power. When Vic encounters Charlie Manx, an immortal who stays that way by feeding off of the souls of children, she makes a sworn enemy of Manx.",25.418,7.4,339
1314,50825,2013-09-16,Sleepy Hollow,Ichabod Crane is resurrected and pulled two and a half centuries through time to unravel a mystery that dates all the way back to the founding fathers.,57.807,7.4,902
1315,97539,2020-03-20,Self Made: Inspired by the Life of Madam C.J. Walker,"This limited series chronicles the incredible true story of Madam C.J. Walker, who was the first African American self-made millionaire.",10.575,7.4,264
1316,128839,2021-09-28,La Brea,"An epic adventure begins when a massive sinkhole opens in the middle of Los Angeles, pulling hundreds of people and buildings into its depths. Those who fell in find themselves in a mysterious and dangerous primeval land, where they have no choice but to band together to survive. Meanwhile, the rest of the world desperately seeks to understand what happened. In the search for answers, one family torn apart by this disaster will have to unlock the secrets of this inexplicable event to find a way back to each other.",157.712,7.4,1123
1317,153519,2022-01-25,Neymar: The Perfect Chaos,"Beloved worldwide but also a lightning rod for criticism, Neymar shares the highs and lows of his personal life and brilliant football career.",8.876,7.4,246
1318,57243,2005-03-26,Doctor Who,"The Doctor is a Time Lord: a 900 year old alien with 2 hearts, part of a gifted civilization who mastered time travel. The Doctor saves planets for a living—more of a hobby actually, and the Doctor's very, very good at it.",189.033,7.4,2561
1319,365,2006-09-20,Jericho,"Jericho is an American action/drama series that centers on the residents of the fictional town of Jericho, Kansas, in the aftermath of nuclear attacks on 23 major cities in the contiguous United States.",23.659,7.4,391
1320,94154,2019-10-04,El Dragón: Return of a Warrior,A Tokyo business man returns to his home country of Mexico where he must battle rivals to replace his grandfather as the head of a cartel.,21.253,7.4,422
1321,32573,2010-05-05,Strike Back,"The series follows John Porter, a former British Special Forces soldier, who is drafted back into service by Section 20, a fictional branch of the Secret Intelligence Service.",51.825,7.4,296
1322,4608,2006-10-11,30 Rock,"Liz Lemon, the head writer for a late-night TV variety show in New York, tries to juggle all the egos around her while chasing her own dream.",77.724,7.4,552
1323,98387,2020-01-21,Rubi,,12.282,7.4,821
1324,61387,2014-09-23,NCIS: New Orleans,"A drama about the local field office that investigates criminal cases affecting military personnel in The Big Easy, a city known for its music, entertainment and decadence.",79.636,7.4,375
1325,81983,2018-08-31,Paradise PD,"An eager young rookie joins the ragtag small-town police force led by his dad as they bumble, squabble and snort their way through a big drug case.",28.236,7.4,265
1326,73411,2018-09-21,Maniac,"Two strangers are drawn to a mysterious pharmaceutical trial that will, they're assured, with no complications or side-effects whatsoever, solve all of their problems, permanently. Things do not go as planned.",18.348,7.4,648
1327,10079,1999-10-02,Spider-Man Unlimited,Spider-Man travels to Counter-Earth to rescue a Terran shuttle crew trapped there and discovers a tyrannical & warped version of his world.,17.506,7.4,202
1328,114503,2021-07-21,Turner & Hooch,A Deputy Marshal inherits an unruly dog who helps him solve crimes and investigate a family mystery.,20.667,7.4,224
1329,114501,2021-09-01,Dug Days,"A series of shorts that follows the humorous misadventures of Dug, the lovable dog from Disney and Pixar’s “Up.” Each short features everyday events that occur in Dug's backyard, all through the exciting (and slightly distorted) eyes of our favorite talking dog.",17.546,7.4,478
1330,84380,2018-11-23,Better Than Us,"Moscow in a not so distant future where human beings share their daily lives with robots. Georgy, a forensic who has a robot assistant, suddenly finds himself caught up in the first murder committed by a new kind of experimental humanoid.",26.458,7.4,310
1331,79622,2020-02-20,Hunters,A diverse band of Nazi Hunters living in 1977 New York City discover that hundreds of high ranking Nazi officials are living among us and conspiring to create a Fourth Reich in the U.S. The eclectic team of Hunters set out on a bloody quest to bring the Nazis to justice and thwart their new genocidal plans.,32.159,7.4,452
1332,2947,2012-04-22,Veep,"A look into American politics, revolving around former Senator Selina Meyer who finds being Vice President of the United States is nothing like she expected and everything everyone ever warned her about.",35.719,7.4,331
1333,133086,2021-10-06,The Five Juanas,Five women with the same birthmark set out to unravel the truth about their pasts and discover a tragic web of lies spun by a powerful politician.,20.101,7.4,242
1334,100074,2020-08-20,Biohackers,Mia goes to medical school to get close to a professor she suspects had a hand in her past family tragedy and gets tangled in the world of biohacking.,12.37,7.4,296
1335,93785,2020-10-23,Barbarians,"Three people's fates are interwoven in the Battle of the Teutoburg Forest in 9 A.D., during which Germanic warriors halt the spread of the Roman Empire.",28.866,7.4,505
